timestamp,origin,destination,distance_km,duration_normal_min,duration_traffic_min,delay_min,hour,day_of_week,is_weekend,temperature,wind,rain
2026-03-19 04:39:08,"Veternik, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",5.25,14.22,8.62,-5.6,4,3,0,4.78,4.92,0
2026-03-19 04:39:11,"Kalabria, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",4.24,13.25,8.9,-4.35,4,3,0,4.78,4.92,0
2026-03-19 04:39:13,"Arberia, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",1.83,6.05,4.22,-1.83,4,3,0,4.78,4.92,0
2026-03-19 04:39:15,"Emshir, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",4.24,13.25,8.9,-4.35,4,3,0,4.78,4.92,0
2026-03-19 04:39:17,"Gazi Rada, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",3.31,12.4,7.87,-4.53,4,3,0,4.78,4.92,0
2026-03-19 04:39:19,"Zahir Pajaziti, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",1.16,5.38,3.97,-1.42,4,3,0,4.78,4.92,0
2026-03-19 04:39:22,"Sunny Hill, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",2.52,8.02,5.58,-2.43,4,3,0,4.78,4.92,0
2026-03-19 04:39:24,"Maklleshi, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:39:26,"Lisja, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:39:28,"Prishtine Center, Prishtine, Kosovo","Fushe Kosove, Kosovo",7.65,18.87,11.53,-7.33,4,3,0,4.78,4.92,0
2026-03-19 04:39:31,"Prishtine Center, Prishtine, Kosovo","Veternik, Prishtine, Kosovo",5.83,14.52,8.62,-5.9,4,3,0,4.78,4.92,0
2026-03-19 04:39:33,"Prishtine Center, Prishtine, Kosovo","Kalabria, Prishtine, Kosovo",4.84,14.1,8.08,-6.02,4,3,0,4.78,4.92,0
2026-03-19 04:39:35,"Prishtine Center, Prishtine, Kosovo","Arberia, Prishtine, Kosovo",1.98,6.08,4.37,-1.72,4,3,0,4.78,4.92,0
2026-03-19 04:39:37,"Prishtine Center, Prishtine, Kosovo","Emshir, Prishtine, Kosovo",4.84,14.1,8.08,-6.02,4,3,0,4.78,4.92,0
2026-03-19 04:39:39,"Prishtine Center, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",2.93,10.48,6.75,-3.73,4,3,0,4.78,4.92,0
2026-03-19 04:39:41,"Prishtine Center, Prishtine, Kosovo","Zahir Pajaziti, Prishtine, Kosovo",1.24,4.83,3.18,-1.65,4,3,0,4.78,4.92,0
2026-03-19 04:39:44,"Prishtine Center, Prishtine, Kosovo","Sunny Hill, Prishtine, Kosovo",3.25,11.05,6.15,-4.9,4,3,0,4.78,4.92,0
2026-03-19 04:39:46,"Prishtine Center, Prishtine, Kosovo","Maklleshi, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:39:48,"Prishtine Center, Prishtine, Kosovo","Lisja, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:39:51,"Dardania, Prishtine, Kosovo","Ulpiana, Prishtine, Kosovo",1.0,3.15,2.05,-1.1,4,3,0,4.78,4.92,0
2026-03-19 04:39:53,"Ulpiana, Prishtine, Kosovo","Bregu i Diellit, Prishtine, Kosovo",1.87,7.15,3.9,-3.25,4,3,0,4.78,4.92,0
2026-03-19 04:39:55,"Dardania, Prishtine, Kosovo","Kalabria, Prishtine, Kosovo",2.92,6.25,5.6,-0.65,4,3,0,4.78,4.92,0
2026-03-19 04:39:57,"Arberia, Prishtine, Kosovo","Bregu i Diellit, Prishtine, Kosovo",3.6,12.57,8.52,-4.05,4,3,0,4.78,4.92,0
2026-03-19 04:40:00,"Emshir, Prishtine, Kosovo","Dardania, Prishtine, Kosovo",2.3,5.27,5.32,0.05,4,3,0,4.78,4.92,0
2026-03-19 04:40:02,"Gazi Rada, Prishtine, Kosovo","Zahir Pajaziti, Prishtine, Kosovo",3.02,12.12,8.67,-3.45,4,3,0,4.78,4.92,0
2026-03-19 04:40:04,"Sunny Hill, Prishtine, Kosovo","Ulpiana, Prishtine, Kosovo",2.69,10.53,6.28,-4.25,4,3,0,4.78,4.92,0
2026-03-19 04:40:07,"Maklleshi, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",2.93,10.48,6.75,-3.73,4,3,0,4.78,4.92,0
2026-03-19 04:40:09,"Lisja, Prishtine, Kosovo","Sunny Hill, Prishtine, Kosovo",3.25,11.05,6.15,-4.9,4,3,0,4.78,4.92,0
2026-03-19 04:40:11,"Veternik, Prishtine, Kosovo","Kalabria, Prishtine, Kosovo",3.91,8.77,7.1,-1.67,4,3,0,4.78,4.92,0
2026-03-19 04:40:14,"Arberia, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",4.32,12.35,9.53,-2.82,4,3,0,4.78,4.92,0
2026-03-19 04:40:16,"Dardania, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",2.1,7.43,5.22,-2.22,4,3,0,4.78,4.92,0
2026-03-19 04:40:18,"Zahir Pajaziti, Prishtine, Kosovo","Bregu i Diellit, Prishtine, Kosovo",1.84,7.92,5.45,-2.47,4,3,0,4.78,4.92,0
2026-03-19 04:40:20,"Maklleshi, Prishtine, Kosovo","Emshir, Prishtine, Kosovo",4.84,14.1,8.12,-5.98,4,3,0,4.78,4.92,0
2026-03-19 04:40:23,"Prishtine Center, Prishtine, Kosovo","Albi Mall, Prishtine, Kosovo",6.17,15.9,10.48,-5.42,4,3,0,4.78,4.92,0
2026-03-19 04:40:25,"Albi Mall, Prishtine, Kosovo","Veternik, Prishtine, Kosovo",0.79,2.55,1.73,-0.82,4,3,0,4.78,4.92,0
2026-03-19 04:40:27,"Albi Mall, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",2.47,6.85,5.3,-1.55,4,3,0,4.78,4.92,0
2026-03-19 04:40:30,"Prishtine Center, Prishtine, Kosovo","Grand Prishtina Mall, Prishtine, Kosovo",13.03,20.87,15.87,-5.0,4,3,0,4.78,4.92,0
2026-03-19 04:40:32,"Grand Prishtina Mall, Prishtine, Kosovo","Ulpiana, Prishtine, Kosovo",10.78,14.03,12.97,-1.07,4,3,0,4.78,4.92,0
2026-03-19 04:40:34,"Prishtine Center, Prishtine, Kosovo","Prishtina e RE, Prishtine, Kosovo",3.64,11.9,6.93,-4.97,4,3,0,4.78,4.92,0
2026-03-19 04:40:36,"Prishtina e RE, Prishtine, Kosovo","Dardania, Prishtine, Kosovo",2.9,10.45,7.05,-3.4,4,3,0,4.78,4.92,0
2026-03-19 04:40:38,"Qafa, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",0.82,3.68,2.33,-1.35,4,3,0,4.78,4.92,0
2026-03-19 04:40:41,"Prishtine Hospital, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:40:43,"University of Prishtina, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:40:45,"Prishtina Airport, Kosovo","Prishtine Center, Prishtine, Kosovo",19.61,28.53,23.57,-4.97,4,3,0,4.78,4.92,0
2026-03-19 04:40:47,"Germia Park, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",4.46,11.27,9.33,-1.93,4,3,0,4.78,4.92,0
2026-03-19 04:40:50,"Prishtine Center, Prishtine, Kosovo","Germia Park, Prishtine, Kosovo",4.51,11.42,8.63,-2.78,4,3,0,4.78,4.92,0
2026-03-19 04:40:52,"Bregu i Diellit, Prishtine, Kosovo","Germia Park, Prishtine, Kosovo",5.13,12.72,11.5,-1.22,4,3,0,4.78,4.92,0
2026-03-19 04:40:54,"Germia Park, Prishtine, Kosovo","Sunny Hill, Prishtine, Kosovo",4.92,11.57,10.58,-0.98,4,3,0,4.78,4.92,0
2026-03-19 04:40:56,"Bregu i Diellit, Prishtine, Kosovo","Lisja, Prishtine, Kosovo",2.47,9.1,5.33,-3.77,4,3,0,4.78,4.92,0
2026-03-19 04:40:59,"Maklleshi, Prishtine, Kosovo","Lisja, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:41:01,"Fushe Kosove, Kosovo","Prishtine Center, Prishtine, Kosovo",7.65,20.37,14.18,-6.18,4,3,0,4.78,4.92,0
2026-03-19 04:41:03,"Veternik, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",5.25,14.22,8.65,-5.57,4,3,0,4.78,4.92,0
2026-03-19 04:41:05,"Kalabria, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",4.24,13.25,8.82,-4.43,4,3,0,4.78,4.92,0
2026-03-19 04:41:08,"Arberia, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",1.83,6.05,4.2,-1.85,4,3,0,4.78,4.92,0
2026-03-19 04:41:10,"Emshir, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",4.24,13.25,8.82,-4.43,4,3,0,4.78,4.92,0
2026-03-19 04:41:12,"Gazi Rada, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",3.31,12.4,7.87,-4.53,4,3,0,4.78,4.92,0
2026-03-19 04:41:15,"Zahir Pajaziti, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",1.16,5.38,3.97,-1.42,4,3,0,4.78,4.92,0
2026-03-19 04:41:17,"Sunny Hill, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",2.52,8.02,5.57,-2.45,4,3,0,4.78,4.92,0
2026-03-19 04:41:19,"Maklleshi, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:41:21,"Lisja, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:41:24,"Prishtine Center, Prishtine, Kosovo","Fushe Kosove, Kosovo",7.65,18.87,11.83,-7.03,4,3,0,4.78,4.92,0
2026-03-19 04:41:26,"Prishtine Center, Prishtine, Kosovo","Veternik, Prishtine, Kosovo",5.83,14.52,8.62,-5.9,4,3,0,4.78,4.92,0
2026-03-19 04:41:28,"Prishtine Center, Prishtine, Kosovo","Kalabria, Prishtine, Kosovo",4.84,14.1,8.42,-5.68,4,3,0,4.78,4.92,0
2026-03-19 04:41:31,"Prishtine Center, Prishtine, Kosovo","Arberia, Prishtine, Kosovo",1.98,6.08,4.42,-1.67,4,3,0,4.78,4.92,0
2026-03-19 04:41:33,"Prishtine Center, Prishtine, Kosovo","Emshir, Prishtine, Kosovo",4.84,14.1,8.42,-5.68,4,3,0,4.78,4.92,0
2026-03-19 04:41:35,"Prishtine Center, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",2.93,10.48,6.73,-3.75,4,3,0,4.78,4.92,0
2026-03-19 04:41:38,"Prishtine Center, Prishtine, Kosovo","Zahir Pajaziti, Prishtine, Kosovo",1.24,4.83,3.17,-1.67,4,3,0,4.78,4.92,0
2026-03-19 04:41:40,"Prishtine Center, Prishtine, Kosovo","Sunny Hill, Prishtine, Kosovo",3.25,11.05,6.08,-4.97,4,3,0,4.78,4.92,0
2026-03-19 04:41:42,"Prishtine Center, Prishtine, Kosovo","Maklleshi, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:41:45,"Prishtine Center, Prishtine, Kosovo","Lisja, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:41:47,"Dardania, Prishtine, Kosovo","Ulpiana, Prishtine, Kosovo",1.0,3.15,2.05,-1.1,4,3,0,4.78,4.92,0
2026-03-19 04:41:49,"Ulpiana, Prishtine, Kosovo","Bregu i Diellit, Prishtine, Kosovo",1.87,7.15,3.88,-3.27,4,3,0,4.78,4.92,0
2026-03-19 04:41:51,"Dardania, Prishtine, Kosovo","Kalabria, Prishtine, Kosovo",2.92,6.25,5.6,-0.65,4,3,0,4.78,4.92,0
2026-03-19 04:41:53,"Arberia, Prishtine, Kosovo","Bregu i Diellit, Prishtine, Kosovo",3.6,12.57,8.5,-4.07,4,3,0,4.78,4.92,0
2026-03-19 04:41:56,"Emshir, Prishtine, Kosovo","Dardania, Prishtine, Kosovo",2.3,5.27,5.18,-0.08,4,3,0,4.78,4.92,0
2026-03-19 04:41:58,"Gazi Rada, Prishtine, Kosovo","Zahir Pajaziti, Prishtine, Kosovo",3.02,12.12,8.67,-3.45,4,3,0,4.78,4.92,0
2026-03-19 04:42:00,"Sunny Hill, Prishtine, Kosovo","Ulpiana, Prishtine, Kosovo",2.69,10.53,6.27,-4.27,4,3,0,4.78,4.92,0
2026-03-19 04:42:02,"Maklleshi, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",2.93,10.48,6.73,-3.75,4,3,0,4.78,4.92,0
2026-03-19 04:42:05,"Lisja, Prishtine, Kosovo","Sunny Hill, Prishtine, Kosovo",3.25,11.05,6.13,-4.92,4,3,0,4.78,4.92,0
2026-03-19 04:42:07,"Veternik, Prishtine, Kosovo","Kalabria, Prishtine, Kosovo",3.91,8.77,7.13,-1.63,4,3,0,4.78,4.92,0
2026-03-19 04:42:09,"Arberia, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",4.32,12.35,9.42,-2.93,4,3,0,4.78,4.92,0
2026-03-19 04:42:12,"Dardania, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",2.1,7.43,5.23,-2.2,4,3,0,4.78,4.92,0
2026-03-19 04:42:14,"Zahir Pajaziti, Prishtine, Kosovo","Bregu i Diellit, Prishtine, Kosovo",1.84,7.92,5.45,-2.47,4,3,0,4.78,4.92,0
2026-03-19 04:42:16,"Maklleshi, Prishtine, Kosovo","Emshir, Prishtine, Kosovo",4.84,14.1,8.42,-5.68,4,3,0,4.78,4.92,0
2026-03-19 04:42:19,"Prishtine Center, Prishtine, Kosovo","Albi Mall, Prishtine, Kosovo",6.17,15.9,10.47,-5.43,4,3,0,4.78,4.92,0
2026-03-19 04:42:21,"Albi Mall, Prishtine, Kosovo","Veternik, Prishtine, Kosovo",0.79,2.55,1.75,-0.8,4,3,0,4.78,4.92,0
2026-03-19 04:42:23,"Albi Mall, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",2.47,6.85,5.33,-1.52,4,3,0,4.78,4.92,0
2026-03-19 04:42:26,"Prishtine Center, Prishtine, Kosovo","Grand Prishtina Mall, Prishtine, Kosovo",13.03,20.87,15.87,-5.0,4,3,0,4.78,4.92,0
2026-03-19 04:42:28,"Grand Prishtina Mall, Prishtine, Kosovo","Ulpiana, Prishtine, Kosovo",10.78,14.03,12.95,-1.08,4,3,0,4.78,4.92,0
2026-03-19 04:42:30,"Prishtine Center, Prishtine, Kosovo","Prishtina e RE, Prishtine, Kosovo",3.64,11.9,6.92,-4.98,4,3,0,4.78,4.92,0
2026-03-19 04:42:32,"Prishtina e RE, Prishtine, Kosovo","Dardania, Prishtine, Kosovo",2.9,10.45,7.05,-3.4,4,3,0,4.78,4.92,0
2026-03-19 04:42:35,"Qafa, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",0.82,3.68,2.33,-1.35,4,3,0,4.78,4.92,0
2026-03-19 04:42:37,"Prishtine Hospital, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:42:39,"University of Prishtina, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:42:42,"Prishtina Airport, Kosovo","Prishtine Center, Prishtine, Kosovo",19.61,28.53,23.57,-4.97,4,3,0,4.78,4.92,0
2026-03-19 04:42:44,"Germia Park, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",4.46,11.27,9.47,-1.8,4,3,0,4.78,4.92,0
2026-03-19 04:42:46,"Prishtine Center, Prishtine, Kosovo","Germia Park, Prishtine, Kosovo",4.51,11.42,8.65,-2.77,4,3,0,4.78,4.92,0
2026-03-19 04:42:49,"Bregu i Diellit, Prishtine, Kosovo","Germia Park, Prishtine, Kosovo",5.13,12.72,11.47,-1.25,4,3,0,4.78,4.92,0
2026-03-19 04:42:51,"Germia Park, Prishtine, Kosovo","Sunny Hill, Prishtine, Kosovo",4.92,11.57,10.57,-1.0,4,3,0,4.78,4.92,0
2026-03-19 04:42:53,"Bregu i Diellit, Prishtine, Kosovo","Lisja, Prishtine, Kosovo",2.47,9.1,5.32,-3.78,4,3,0,4.78,4.92,0
2026-03-19 04:42:56,"Maklleshi, Prishtine, Kosovo","Lisja, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:42:58,"Fushe Kosove, Kosovo","Prishtine Center, Prishtine, Kosovo",7.65,20.37,14.2,-6.17,4,3,0,4.78,4.92,0
2026-03-19 04:43:00,"Veternik, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",5.25,14.22,8.65,-5.57,4,3,0,4.78,4.92,0
2026-03-19 04:43:03,"Kalabria, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",4.24,13.25,8.82,-4.43,4,3,0,4.78,4.92,0
2026-03-19 04:43:05,"Arberia, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",1.83,6.05,4.2,-1.85,4,3,0,4.78,4.92,0
2026-03-19 04:43:07,"Emshir, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",4.24,13.25,8.82,-4.43,4,3,0,4.78,4.92,0
2026-03-19 04:43:10,"Gazi Rada, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",3.31,12.4,7.85,-4.55,4,3,0,4.78,4.92,0
2026-03-19 04:43:12,"Zahir Pajaziti, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",1.16,5.38,3.97,-1.42,4,3,0,4.78,4.92,0
2026-03-19 04:43:14,"Sunny Hill, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",2.52,8.02,5.55,-2.47,4,3,0,4.78,4.92,0
2026-03-19 04:43:17,"Maklleshi, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:43:19,"Lisja, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:43:21,"Prishtine Center, Prishtine, Kosovo","Fushe Kosove, Kosovo",7.65,18.87,11.85,-7.02,4,3,0,4.78,4.92,0
2026-03-19 04:43:23,"Prishtine Center, Prishtine, Kosovo","Veternik, Prishtine, Kosovo",5.83,14.52,8.62,-5.9,4,3,0,4.78,4.92,0
2026-03-19 04:43:26,"Prishtine Center, Prishtine, Kosovo","Kalabria, Prishtine, Kosovo",4.84,14.1,8.48,-5.62,4,3,0,4.78,4.92,0
2026-03-19 04:43:28,"Prishtine Center, Prishtine, Kosovo","Arberia, Prishtine, Kosovo",1.98,6.08,4.47,-1.62,4,3,0,4.78,4.92,0
2026-03-19 04:43:30,"Prishtine Center, Prishtine, Kosovo","Emshir, Prishtine, Kosovo",4.84,14.1,8.48,-5.62,4,3,0,4.78,4.92,0
2026-03-19 04:43:33,"Prishtine Center, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",2.93,10.48,6.73,-3.75,4,3,0,4.78,4.92,0
2026-03-19 04:43:35,"Prishtine Center, Prishtine, Kosovo","Zahir Pajaziti, Prishtine, Kosovo",1.24,4.83,3.17,-1.67,4,3,0,4.78,4.92,0
2026-03-19 04:43:37,"Prishtine Center, Prishtine, Kosovo","Sunny Hill, Prishtine, Kosovo",3.25,11.05,6.17,-4.88,4,3,0,4.78,4.92,0
2026-03-19 04:43:40,"Prishtine Center, Prishtine, Kosovo","Maklleshi, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:43:42,"Prishtine Center, Prishtine, Kosovo","Lisja, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:43:44,"Dardania, Prishtine, Kosovo","Ulpiana, Prishtine, Kosovo",1.0,3.15,2.05,-1.1,4,3,0,4.78,4.92,0
2026-03-19 04:43:46,"Ulpiana, Prishtine, Kosovo","Bregu i Diellit, Prishtine, Kosovo",1.87,7.15,3.9,-3.25,4,3,0,4.78,4.92,0
2026-03-19 04:43:48,"Dardania, Prishtine, Kosovo","Kalabria, Prishtine, Kosovo",2.92,6.25,5.65,-0.6,4,3,0,4.78,4.92,0
2026-03-19 04:43:50,"Arberia, Prishtine, Kosovo","Bregu i Diellit, Prishtine, Kosovo",3.6,12.57,8.57,-4.0,4,3,0,4.78,4.92,0
2026-03-19 04:43:53,"Emshir, Prishtine, Kosovo","Dardania, Prishtine, Kosovo",2.3,5.27,5.17,-0.1,4,3,0,4.78,4.92,0
2026-03-19 04:43:55,"Gazi Rada, Prishtine, Kosovo","Zahir Pajaziti, Prishtine, Kosovo",3.02,12.12,8.67,-3.45,4,3,0,4.78,4.92,0
2026-03-19 04:43:57,"Sunny Hill, Prishtine, Kosovo","Ulpiana, Prishtine, Kosovo",2.69,10.53,6.38,-4.15,4,3,0,4.78,4.92,0
2026-03-19 04:43:59,"Maklleshi, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",2.93,10.48,6.73,-3.75,4,3,0,4.78,4.92,0
2026-03-19 04:44:02,"Lisja, Prishtine, Kosovo","Sunny Hill, Prishtine, Kosovo",3.25,11.05,6.17,-4.88,4,3,0,4.78,4.92,0
2026-03-19 04:44:04,"Veternik, Prishtine, Kosovo","Kalabria, Prishtine, Kosovo",3.91,8.77,7.12,-1.65,4,3,0,4.78,4.92,0
2026-03-19 04:44:06,"Arberia, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",4.32,12.35,9.42,-2.93,4,3,0,4.78,4.92,0
2026-03-19 04:44:09,"Dardania, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",2.1,7.43,5.23,-2.2,4,3,0,4.78,4.92,0
2026-03-19 04:44:11,"Zahir Pajaziti, Prishtine, Kosovo","Bregu i Diellit, Prishtine, Kosovo",1.84,7.92,5.47,-2.45,4,3,0,4.78,4.92,0
2026-03-19 04:44:13,"Maklleshi, Prishtine, Kosovo","Emshir, Prishtine, Kosovo",4.84,14.1,8.48,-5.62,4,3,0,4.78,4.92,0
2026-03-19 04:44:16,"Prishtine Center, Prishtine, Kosovo","Albi Mall, Prishtine, Kosovo",6.17,15.9,10.48,-5.42,4,3,0,4.78,4.92,0
2026-03-19 04:44:18,"Albi Mall, Prishtine, Kosovo","Veternik, Prishtine, Kosovo",0.79,2.55,1.75,-0.8,4,3,0,4.78,4.92,0
2026-03-19 04:44:20,"Albi Mall, Prishtine, Kosovo","Gazi Rada, Prishtine, Kosovo",2.47,6.85,5.35,-1.5,4,3,0,4.78,4.92,0
2026-03-19 04:44:23,"Prishtine Center, Prishtine, Kosovo","Grand Prishtina Mall, Prishtine, Kosovo",13.03,20.87,15.87,-5.0,4,3,0,4.78,4.92,0
2026-03-19 04:44:25,"Grand Prishtina Mall, Prishtine, Kosovo","Ulpiana, Prishtine, Kosovo",10.78,14.03,13.02,-1.02,4,3,0,4.78,4.92,0
2026-03-19 04:44:27,"Prishtine Center, Prishtine, Kosovo","Prishtina e RE, Prishtine, Kosovo",3.64,11.9,6.93,-4.97,4,3,0,4.78,4.92,0
2026-03-19 04:44:29,"Prishtina e RE, Prishtine, Kosovo","Dardania, Prishtine, Kosovo",2.9,10.45,7.07,-3.38,4,3,0,4.78,4.92,0
2026-03-19 04:44:31,"Qafa, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",0.82,3.68,2.33,-1.35,4,3,0,4.78,4.92,0
2026-03-19 04:44:34,"Prishtine Hospital, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:44:36,"University of Prishtina, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:44:38,"Prishtina Airport, Kosovo","Prishtine Center, Prishtine, Kosovo",19.61,28.53,23.62,-4.92,4,3,0,4.78,4.92,0
2026-03-19 04:44:40,"Germia Park, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",4.46,11.27,9.47,-1.8,4,3,0,4.78,4.92,0
2026-03-19 04:44:43,"Prishtine Center, Prishtine, Kosovo","Germia Park, Prishtine, Kosovo",4.51,11.42,8.62,-2.8,4,3,0,4.78,4.92,0
2026-03-19 04:44:45,"Bregu i Diellit, Prishtine, Kosovo","Germia Park, Prishtine, Kosovo",5.13,12.72,11.47,-1.25,4,3,0,4.78,4.92,0
2026-03-19 04:44:47,"Germia Park, Prishtine, Kosovo","Sunny Hill, Prishtine, Kosovo",4.92,11.57,10.55,-1.02,4,3,0,4.78,4.92,0
2026-03-19 04:44:50,"Bregu i Diellit, Prishtine, Kosovo","Lisja, Prishtine, Kosovo",2.47,9.1,5.32,-3.78,4,3,0,4.78,4.92,0
2026-03-19 04:44:52,"Maklleshi, Prishtine, Kosovo","Lisja, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:44:54,"Fushe Kosove, Kosovo","Prishtine Center, Prishtine, Kosovo",7.65,20.33,14.22,-6.12,4,3,0,4.78,4.92,0
2026-03-19 04:44:57,"Veternik, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",5.25,14.22,8.7,-5.52,4,3,0,4.78,4.92,0
2026-03-19 04:44:59,"Kalabria, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",4.24,13.25,8.82,-4.43,4,3,0,4.78,4.92,0
2026-03-19 04:45:01,"Arberia, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",1.83,6.05,4.2,-1.85,4,3,0,4.78,4.92,0
2026-03-19 04:45:04,"Emshir, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",4.24,13.25,8.82,-4.43,4,3,0,4.78,4.92,0
2026-03-19 04:45:06,"Gazi Rada, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",3.31,12.4,7.9,-4.5,4,3,0,4.78,4.92,0
2026-03-19 04:45:08,"Zahir Pajaziti, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",1.16,5.38,3.97,-1.42,4,3,0,4.78,4.92,0
2026-03-19 04:45:10,"Sunny Hill, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",2.52,8.02,5.55,-2.47,4,3,0,4.78,4.92,0
2026-03-19 04:45:13,"Maklleshi, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:45:15,"Lisja, Prishtine, Kosovo","Prishtine Center, Prishtine, Kosovo",0.0,0.0,0.0,0.0,4,3,0,4.78,4.92,0
2026-03-19 04:45:17,"Prishtine Center, Prishtine, Kosovo","Fushe Kosove, Kosovo",7.65,18.87,11.9,-6.97,4,3,0,4.78,4.92,0
